id	user	icon	portrait	Italian	Japanese	Final Notes	pic	Filenames	Codes
				Sai, tutte le volte che sento il bisogno di ritrovare le mie forze me ne sto qui seduto davanti al focolare a riscaldarmi gli stivali.	俺は勇気を振り絞りたい時は;暖炉のそばに~座ってブーツをあっためるって;決めてるんだ。				
DOGFELLA_CABINSHEEPTHOUGHTS	Dogfella			Bau Bau Bau Bau Bau Bau Bau Bau. #eabbaioancora #miracoli	ワン ワン ワン ワン ワン ワン！#吠え続けてる #奇跡		84	037.jpg	V3C7I
ARCHETYPE_MEADOWHINT	The Archetype			Quando il sole sarà allineato otterrai le miracolose abilità di ripiegatura del grande mago Al Jaffee.	太陽が正しい位置に定まるとき、;あなたは~奇跡の能力を手にするのですよ。				
				Percepisci questa atmosfera insolita? è tempo di miracoli! Intona un Inno della Spadomanzia & guarda in alto verso i minacciosi uccelli adirati.	この感覚…あなたも感じてますか？;そうです、~奇跡の時間です！;さあソーサリーの歌を歌い~「怒れる鳥」を;注意して見てみてください。		76	038.jpg	A3G84
ARCHETYPE_MEADOWHINTTWO	The Archetype			Guarda verso il cielo alla ricerca di qualche visione distorta sui meccanismi di questo miracolo nel prato & quindi osserva Il Trigon d'Oro.	草原は今、奇跡の時を迎えています。;~顔を上げ、不可能を可能にするのです。;~そうすれば黄金のトライゴンが;現れる~でしょう。				
ARCHETYPE_SIDE_B	The Archetype	AdventureUI/tweetIconInfo		Hmm... è interessante il modo in cui hai gestito quello scontro col cannibale dalla testa d'orso.	フム、さっきのクマ人に対する対処…;~興味深い。なるほど。		120	039.jpg	O3G9D
				No no, va tutto bene, è solo interessante. Non ho mai visto nessuno fare ciò che hai fatto. è eccezionale, ma non allarmarti.	いやいや、いいんですよ。ただあんな風に;対処~した人はいなかったのでね、;興味深かったん~です。気にしないでください。				
				Ok, va avanti. Devi goderti ancora così tanto dell'esperienza di S:S&S EP, in particolare nel Lato B.	とにかく、続きをどうぞ。;まだまだ冒険は~続きますからね。;特に B面では。				
ARCHETYPE_GOLDTRIGONHINTONE	The Archetype			Per domare Il Trigon d'Oro devi imparare a sopravvivere ai tre movimenti del suo bizzarro inno usando una combinazione di attacco & difesa.	黄金のトライゴンを従えるには、;３種の歌を~攻略せねばなりません。;攻撃と防御を巧みに~切り替えるのです。				
				È assolutamente fondamentale che tocchi & tieni premuto il pulsante dello scudo per recuperare le forze perdute.	盾ボタンは極力常時押しておくように;~してください。力を回復するためにね。				
				E così vedo che hai evocato & provato a domare Il Trigon d'Oro? Ho alcune cose da dirti che penso tu possa trovare utili.	黄金のトライゴンを召喚して従えようと;奮戦~しているようですね？;いくつか有用な情報を~お知らせしましょうか。				
ARCHETYPE_GOLDTRIGONHINTTWO	The Archetype			Agita la spada contro il proiettile psionico del Trigone & aspetta l'occasione di evitare i suoi attacchi raggio.	黄金のトライゴンが何か飛ばしてきたら;剣で~迎撃です。それから、レーザーはとにかく;~タイミングを見極めて避けてください。		83	040.jpg	34E01
				La logica imperscrutabile & imprevedibile del Trigon d'Oro ha reclamato le anime di tutti coloro che giunsero in passato... non avevano abbastanza tenacia & coraggio.	黄金のトライゴンの思考は予測不能。;~それゆえにこれまで幾多の者たちが;~命を落としていきました。;~粘り強さと勇気が足りなかったんでしょう。				
ARCHETYPE_GOLDTRIGONHINTTHREE	The Archetype			Il Trigon d'Oro deve essere domato, non ci sono alternative.	黄金のトライゴンは、;召喚したら従えるしか~ありません。				
				Nella terza fase devi agitare la spada verso i piccoli proiettili triangolari & evitare gli attacchi raggio.	３番目の歌は、飛んでくる三角の欠片を;~剣で打ち落とし、時折撃たれるレーザーを;~避けなければなりません。				
				Nella seconda fase devi aspettare gli attacchi raggio & premere il pulsante dello scudo per evitarli al momento giusto.	２番目の歌は、あちらの動きをよく観察して;~レーザーを避けてください。;~タイミングが命です。				
				Nella prima fase devi agitare la spada per rimandare indietro la sfera di energia.	最初の歌では、とにかくエネルギーボールを;~剣で打ち返してください。				
ARCHETYPE_BRIGHTTRIGONHINTONE	The Archetype			Potresti aver notato come Il Trigone della Luna Splendente colpisca con attacchi mortali dall'alto... aspetta quindi il momento giusto & tocca il tuo scudo per evitarli.	そう、明月のトライゴンの攻撃は;空から~降ってきます。これを避けるには、;ギリギリの~タイミングで;盾ボタンをタッチしてください。		144	041.jpg	84E11
ARCHETYPE_BRIGHTTRIGONHINTTWO	The Archetype			Nella fase finale del Trigone della Luna Splendente dovrai agitare la tua spada verso i proiettili & evitare gli attacchi raggio intensi.	明月のトライゴンの最後の歌では、;~飛んでくる三角の欠片を剣で打ち落とし、;~時折撃たれるレーザーを;避けなければ~なりません。				
ARCHETYPE_DARKTRIGONHINTONE	The Archetype			Potresti esserti scontrato contro il colpo del detestabile arcobaleno del Trigone della Luna Cupa - colpisci di taglio quell'arcobaleno con quanta più forza & velocità hai.	暗月のトライゴンが放ってくる強烈な虹は…;~食らいましたか？アレが来たら、;~全力かつ全速で斬り裂いてください。				
ARCHETYPE_DARKTRIGONHINTTWO	The Archetype			L'ultima fase del Trigone della Luna Cupa comprende proiettili triangolari nascosti ed impercettibili - distruggili & riuscirai a sopravvivere.	暗月のトライゴンは３番目の歌で;見えにくい~三角の欠片を飛ばしてきます。;~見落とさないよう全部撃ち落としてください。				
ARCHETYPE_MEGATOMEOUTRO	The Archetype	AdventureUI/tweetIconBabelBook		E così hai risvegliato lo spettro immortale che dormiva nell'oscurità al di sotto del Mingi Taw - Accidenti!	ミンギ・トウの底に眠っていた不死の亡霊を;~起こしてしまったようですね…ご愁傷様です…				
				Di conseguenza, incombe una tempesta sinistra & le splendide persone che vivono nella baita di pietra sono abbastanza affrante.	そのせいで止むことのない嵐が周囲を覆い、;~あの小屋に住んでいる人たちも;悲しんで~います。何の罪もないのに。;~実に不幸なことです。				
			adventureUI/megatomeItem	Il risultato è che tu hai ottenuto il gravoso libro noto come il Grantomo - nella nostra prossima sessione discuteremo il suo strano  scopo.	ともあれ、あなたは絶世の大書を;手に~しました。次のセッションでは、;この書の~不思議な使い道について;取り上げましょうか。				
				La nostra ricerca mostra come una prolungata esposizione alla psicocosmologia mitopoietica di S:S&S EP può avere effetti collaterali indesiderati.	私どもの研究によると、「スキムス」の;~伝承詩的精神宇宙性に長時間接していると;~好ましからざる副作用が生じることが;~分かっています。				
				E così ora che hai completato la sessione I perchÉ non facciamo una breve pausa? Mi troverai proprio qui quando sarai pronto per la sessione II.	これで初セッションは終わったことですし、;~少し休憩しましょうか。セッションII の;~用意ができたら声をかけてください。;~私はいつだってここにいますから。				
ARCHETYPE_GOLDMASTERINTRO	The Archetype	AdventureUI/tweetIconBabelBook							
				È bello rivederti! Sei pronto per iniziare la sessione II di S:S&S EP?	やあ、またお会いできましたね。;~セッションII を始める準備は;~よろしいでしょうか？				
			adventureUI/megatomeItem	Ok, allora, dove eravamo? Oh giusto, ora ricordo. Hai ottenuto un gravoso libro noto come Il Grantomo.	結構。;ええと…前回はどこまで…ああそうだ、;~絶世の大書を手に入れたところでしたね。;				
				Hai risvegliato lo spettro immortale che ancora si aggira nelle tenebre al di sotto del Mingi Taw. è stato spaventoso, dico bene?	あなたが起こしてしまった不死の亡霊は;~相変わらずミンギ・トウの奥底に;潜んで~いるようです。恐ろしいですねー。		204	042.jpg	24B2J
				È un periodo di sventure - una tempesta sinistra ha oscurato i cieli & le splendide persone che vivono nella baita sono avvilite.	今は苦難の時。止むことのない嵐が;空を覆い~つくし、あの小屋に住む善良な人々も;深く~悲しんでいます。				
				Mettere a tacere la tempesta richiederà una certa familiarità con la psionica, la criptozoologia & i miracoli...	この嵐を止めるには、;超能力的なことや~未確認的な生物、;または奇跡的な事態が~必要です。				
			adventureUI/megatomeItem	1. Il tocco di uno spadomante rimuoverà il sigillo del Grantomo, svelando i pensieri celati delle creature viventi & altro materiale esoterico.	1. 絶世の大書はソーサラーが触れない限り;~開きません。この書の中には、命あるものが;~思い浮かべた思考がそのまま記録されている;~だけでなく、ある秘伝の教えも記されてます。				
			gourd/gourd	2. Strani folletti silvani - sorgenti della spadomanzia - sonnecchiano in laghetti, boschi & prati. Cerca le loro delicate spume sonore.	2. 不思議な森の精 - ソーサリーの源は;~池や森、草原などで眠りについています。;~こだまの泡が目印になるでしょう。				
			triangle/Triangle	3. Uno spadomante che può localizzare, evocare & domare il Trigon d'Oro possiederà l'abilità di fare miracoli.	3. 宇宙の姿を象徴する存在である;黄金の~トライゴンを召喚し、従えた;ソーサラーは~奇跡を起こす力を;手に入れると~言われています。				
				Confuso? Eccellente. Mantieni la calma & và avanti.	ちょっと急ぎ足すぎましたか？;大丈夫、~何事も冷静に、;そして前進あるのみです。		210	043.jpg	A4C31
ARCHETYPE_GOLDMASTEROUTRO	The Archetype		triangle/Triangle	Bravo! Hai individuato & sottomesso la geometria cosmica del Trigon d'Oro.	ブラボー！宇宙の姿を象徴する存在、;~黄金のトライゴンをついに従えましたね。		86	044.jpg	24E4H
				Come per miracolo la sinistra tempesta si è calmata & la gloriosa luce del sole è tornata sul regno, ciò è del tutto grandioso.	嵐も去り、再び眩しい太陽の光が;差して~います。奇跡的な事態ですね。;~いい意味でヤバイです。				
				Questi gesti eroici dimostrano la tua percettività, il tuo intuito & la tua perseveranza - sei andato oltremodo bene finora.	偉業と呼ぶにふさわしいことです。;それも~これもあなたの洞察力と直感力、;そして~忍耐力の賜物。;これ以上ない成果です。				
				Nota: se scegli di continuare l'esperimento di S:S&S EP, le qualità sopra menzionate verranno messe alla prova & valutate.	注意：以降の「スキムス」実験においても、;~先述にある１～３の資質が試され、;評価される~機会があることをあらかじめ;ご了承ください。				
				Ad ogni modo, prendiamoci un'altra piccola pausa, va bene? Come al solito, sarò qui quando sarai pronto ad iniziare la sessione III.	ともあれ、また休憩としましょうか。;~もちろん、私はいつでもここにいますよ。				
ARCHETYPE_TRIFECTAINTRO	The Archetype								
				Iniziamo la sessione III. Nota: In genere, completare questa sessione, richiede un mese lunare.	さあ、セッションIII のはじまりです。;~注意：このセッションは通常、終了までに;~太陰暦換算で１ヶ月かかります。				
			triangle/Triangle	Così hai domato il Trigon d'Oro & la tempesta si è miracolosamente calmata? Per questo, hai i miei complimenti.	ええと、黄金のトライゴンを従えて、;~奇跡の力で嵐を追い払ったところでしたね？;~お見事でした。				
			adventureUI/megatomeItem	Consultare il Grantomo & studiarne i meccanismi potrebbe renderti confuso o disorientato.	分からなくなったら、とにかく絶世の大書を;~あたってみてください。				
				Uno spettro immortale si aggira ancora nelle tenebre al di sotto del Mingi Taw.	不死の亡霊は未だミンギ・トウの奥底で;~うごめいています。				
			Archetype/trifecta	Esamina la geometria cosmica della Trigon Tripletta.	宇宙の姿を象徴する存在、;~トライゴン・トライフェクタを;思い浮かべて~ください。				
			MoonCrescent/moonCrescent	Osserva l'umore della luna.	そして、月の満ち欠けに気をつけてください。		118	045.jpg	Y4E5Q
				La nostra ricerca dimostra come il supporto dei social networks potrebbe giocare un ruolo importante nella riuscita di questa fase dell'esperimento di S:S&S EP.	私どもの研究によると、;ソーシャルネットワーク~サポートは;「スキムス」の結果に対して~極めて重要な;役割を果たすとの調べが出ています。				
				Ti informiamo che da qui in avanti monitoreremo ciò che farai in relativo silenzio.	またこれ以降は、あなたからの入力に;こちら~から積極的には干渉しなくなりますので;ご承知~のほどを。				
ARCHETYPE_TRIFECTAOUTRO	The Archetype		Archetype/trifecta	E così hai domato i due Trigoni rimanenti & riunito la Trigon Tripletta?	残りのトライゴンも従えて、;トライフェクタ~を完成させたようですね？		165	046.jpg	P4B6A
			Archetype/trifecta	Sei spleciale & è proprio per questo che ti amo così tanto.	やはりあなたは特別だ。;~私がこんなに愛しているのも当然ですね。				
				È stato davvero audace & generoso offrire il martirio della Scita sulla sommità del Mingi Taw.	スキタイのムスメをミンギ・トウの頂上で;~犠牲にするとは。勇気と大局観を持つ者にしか;~下せない決断です。				
				Sul serio, te ne dobbiamo una.	あなたには;大きな借りができて~しまいましたね。				
				Tutto ciò che ti resta da fare è portare di forza La Scita sulla sommità del Mingi Taw & assistere al turbinio dell'infinito.	後は、あの満身創痍のスキタイのムスメを;~頂上まで連れて行き、;~無限の渦を見守るだけです。				
				Fatti coraggio - la fine è vicina!	さあしっかり、あとひと息です。				
ARCHETYPE_GHOULINTRO	The Archetype								
				Bene, eccoci qui. Questa breve sessione porrà fine alla terapia S:S&S EP.	さて、来ましたね。これから始まる治療;~セッションはごくごく短いものになります。;~今回をもって「スキムス」治療セッションは;~終了となります。				
				Manca davvero poco alla conclusione del compito ingrato della Scita.	スキタイのムスメが抱える使命も、;まもなく~果たされようとしています。				
				Purtroppo la forma corporea & la psiche della Scita sono state assai fiaccate dalla spadomanzia - è sulla soglia della morte.	残念ながら、ソーサリーを使ったことで;~スキタイのムスメの心身は;ひどく衰えて~きています。;~最期の時も、そう遠くないでしょう。		162	047.jpg	J4F7B
			Archetype/trifecta	Tutto ciò che rimane da fare è svelare i segreti del Trigonbosco & inviare Il Grantomo nel turbinio dell'infinito sulla sommità del Mingi Taw.	残る仕事は、トライゴンの森の秘密を;解き~明かし、ミンギ・トウの頂上で;絶世の大書を~無限の渦に還すだけです。				
				Premi play se ti senti pronto ad assistere al tremendo tormento del martirio.	かの者が命を捧げる苦痛の瞬間を;見届ける覚悟~ができたら、;プレイボタンを押してください。				
END	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito.	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。				
END_CHEAT	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #baro	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #ズルしたけど				
END_CHEAT_NOBOOR	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #baro #addioamarro	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #ズルしたけど　#クマズリー不在だけど				
END_CHEAT_PSYCHO	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #baro #folle	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #ズルしたけど #凶気				
END_CHEAT_LOVE	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #baro #amore	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #ズルしたけど #博愛		202	048.jpg	D4A81
END_MOONGROTTO_PSYCHO	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #grottadellaluna #folle	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #月の洞穴 #凶気		180	049.jpg	74D9P
END_MOONGROTTO_LOVE	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #grottadellaluna #amore	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #月の洞穴 #博愛		176	050.jpg	Y5F0P
END_HONEST_PSYCHO	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #onesto #folle	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #マジメ　#凶気		179	051.jpg	M5C1H
END_HONEST_LOVE	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #onesto #amore	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #マジメ #博愛		177	052.jpg	55E2B
END_HONEST_NOBOOR	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #onesto #addiotamarro	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これで悠久の平和が訪れた。 #クマズリー不在だけど #マジメ		178	053.jpg	75G3V
GIRL_GHOULTHOUGHTS	Girl			Ma la Scita sa che è possibile fermare La Massa Gogolitica toccando il suo teschio con la Spadomanzia? Probabilmente no.	あのスキタイのムスメ、ソーサリーの力で;~ゴゴリチク・マスの動きを止められること;~知ってるのかしら。;~知らないんでしょうね、きっと。				
				Spero davvero che La Scita sappia toccare & tenere premuto sul percorso che ha di fronte per muoversi muoversi super velocemente, sennò sarà nei pasticci.	あのスキタイのムスメ、;~行き先をタップしたままにすると;~ガシガシ早く歩けるって知ってるかしら？;~知らないとマズイわ。				
				Dove sono? Cos'è successo? L'ultima cosa che ricordo sono io che vago in un sogno, & poi un'angosciante luce rosa.	ここは…？一体何が…？;夢の中の森で~彷徨っていたら;不気味なピンク色の光が~見えて、;それから…？				
LOGFELLA_GHOULTHOUGHTS	Logfella			La Scita continua a parlare del suo compito ingrato, ovvero aprire un portale verso l'infinito sulla sommità del Mingi Taw.	スキタイのムスメは;まだ果たすべき使命が~どうの、ミンギ・トウの;頂上で無限の渦へ~の扉を開いてどうのと;話をしている。				
				Dal momento in cui è apparsa la Scita, così tante lune fa, tutto è stato assolutamente folle.	しばらく前にあのスキタイのムスメが;~現れてからというもの、;どうも色々おかしく~なっちまった。				
LOGFELLA_GHOUL	The Scythian			Ci risvegliammo storditi da un sonno molto profondo, per ritrovarci nei pressi del Trigonbosco con il taglialegna noto come Signor Ceppo al nostro fianco.	恐ろしく深い眠りから覚めると、;~そこはトライゴンの森だった。;横にはなぜか~丸太さんがいる。		88	054.jpg	J5D44
				Il Signor Ceppo ci raccontò che la ragazza era sparita la notte prima.	丸太さんは、昨夜の晩、オトメちゃんが;~いなくなってしまった時のことを話した。				
				Il taglialegna sapeva che la nostra fine era prossima & che avremmo dovuto far ritorno al Mingi Taw per completare il nostro compito ingrato.	どうも丸太さんも、私の旅が終わりに;近づき~つつあり、そのためにはミンギ・トウに;赴く~必要があることを知っているようだった。				
LOGFELLA_TRIGONGROVETIPS	The Scythian			Il taglialegna noto come Signor Ceppo non aveva mai visto prima il Trigonbosco & si chiese che mai succedesse lì.	丸太さんは、トライゴンの森を;見たことが~なかったらしく、;不思議そうに辺りを~見回していた。				
LOGFELLA_TRIFECTATIPS	The Scythian			Il taglialegna noto come Signor Ceppo era molto angosciato per la sparizione della ragazza.	丸太さんは、オトメちゃんがいなくなって;~しまったことでひどく苦しんでいた。				
				Dicemmo al Signor Ceppo che immaginavamo dove poteva trovarsi & che presto avremmo messo a posto le cose.	私は丸太さんに、オトメちゃんの居場所は;~何となく分かるから任せて、;~少し待ってほしい、と伝えた。				
				Guardò la colonna lì vicino & ci ringraziò in anticipo per tutta la cosa del martirio.	丸太さんは近くの台座に目をやり、;~まだ終わってもいないのに;「この恩は」とか~「君のことは忘れない」;などと言った。				
URSULA_AVATAR			Ursula/idleSEhandsonhip						
DOG_AVATAR			AdventureUI/dudeDogfellaIdle1						
AMPHITHEATRE_LEFT	The Scythian	AdventureUI/tweetIconInfo		Questi due tizi sostenevano di essere tra i creatori di questo bizzarro mondo.	ここにいる２人が、;このワケワカラン世界を~創りだしたらしい。		159	055.jpg	A5G55
AMPHITHEATRE_RIGHT	The Scythian	AdventureUI/tweetIconInfo		I due burloni sostenevano di essere tra i creatori di questo bizzarro mondo.	２人は、自分たちがこのワケワカラン世界の;~創造者だと言った。		159	055.jpg	A5G55
GOURD_MOUNTAINMEADOW	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Abbiamo appena risvegliato un folletto silvano dormiente dal ricco terreno di un prato con quattro coppie di inutili pecore.	緑豊かな草原で、眠り続けていた;森の精を~目覚めさせた。;あと、草原では８頭のヒツジが;~草を食んでいた…まあ、どうでもいいが。		52	056.jpg	15B63
GOURD_CABIN	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Intonammo un Inno della Spadomanzia & evocammo un folletto silvano dormiente dalle fresce acque di una pozza profonda - che strano!	清らかな水がゆらめく池のほとりで、;~ソーサリーの歌を歌って;森の精を~目覚めさせた。		50	057.jpg	G5F78
GOURD_UPSLOPEWOODSONE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Abbiamo appena risvegliato un folletto silvano che dormiva in un curioso nido artificiale circondato da tre fradici uccellini canterini.	雨に濡れた３羽のツグミに見守られながら、;~奇妙な形の巣箱で森の精を目覚めさせた。				
GOURD_UPSLOPEWOODSTWO	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Abbiamo appena risvegliato un folletto silvano che dormiva presso un imperturbabile ponte di legno dove quattro paia di alberi torreggiano su un fiume.	丸太橋のかかる川と;８本の巨木がそびえる~場所で;森の精を目覚めさせた。				
GOURD_UPSLOPEWOODSFOUR	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Abbiamo appena risvegliato un folletto silvano che dormiva tra due detestabili arcobaleni su una sponda del Precipizio Periglioso.	危難の崖の近く、;忌まわしき虹が２本かかる~場所で;森の精を目覚めさせた。				
GOURD_WATERFALLS	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Regna La Luna Cupa & abbiamo appena risvegliato un folletto silvano che dormiva circondato da cinque cascate.	月の光が最も暗い夜、;５つの滝に囲まれた~場所で;森の精を目覚めさせた。				
GOURD_MOUNTAINTOP	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Regna La Luna Cupa & abbiamo appena risvegliato un folletto silvano dal sottobosco su una cima rocciosa.	月の光が最も暗い夜、低木が茂る岩場で;~森の精を目覚めさせた。				
GOURD_SECRET2_STONESHELTER	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Si staglia la Luna Splendente & abbiamo appena risvegliato un folletto silvano in un boschetto nascosto in cui passava il tempo Jim Guthrie.	明月のそびえ立つ夜に、たまたま居合わせた;~ジム・ガスリーの前で森の精を目覚めさせた。		132	058.jpg	G5F8U
GOURD_MOUNTAINLAKESHORE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Si staglia la Luna Splendente & abbiamo appena risvegliato un folletto silvano dalle placide acque di un lago in cui mamma anatra stava dando di matto.	明月のそびえ立つ夜に、大パニックの;~お母さんアヒルがうろつく池のほとりで;~森の精を目覚めさせた。				
GOURD_LAKESHOREBUNNYSTRAIGHTAWAY	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Si staglia la Luna Splendente & abbiamo appena risvegliato un folletto silvano ove il riflesso del lago era quanto più leggermente incongruo.	明月のそびえ立つ夜に、水面に映る景色が;~少しだけおかしくなる池で;森の精を~目覚めさせた。		127	059.jpg	65D98
GOURD_LAKESHORELAKE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Si staglia la Luna Splendente & abbiamo appena risvegliato un folletto silvano che dormiva nel lago sotto una tripletta di gufi.	明月のそびえ立つ夜に、;３羽のフクロウが並ぶ~森の池で;森の精を目覚めさせた。				
GOURD_PINKCOLLECTED	The Scythian	AdventureUI/tweetIconGourd	Archetype/trifecta	Avemmo proprio la singolare sensazione che forse, ma forse fosse giunto il tempo dei miracoli. #miracles	もしかしたら今が奇跡の時間かもしれない、;~と思った。 #奇跡				
GOURD_MOUNTAINSIDE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Regna La Luna Cupa & abbiamo appena risvegliato un folletto silvano circondato da tre cascatelle.	月の光が最も暗い夜、;３本の小さな滝が流れる~場所で;森の精を目覚めさせた。				
GOURD_SECRET1_FOOTOFMOUNTAIN	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Regna La Luna Cupa & abbiamo appena risvegliato un folletto silvano circondato da quattro piccoli alberelli tondeggianti nella parte più buia del bosco.	月の光が最も暗い夜、;丸い若木が４本~生えている場所で;森の精を目覚めさせた。				
GOURD_BRISKLYWALKING	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Regna La Luna Cupa & abbiamo appena risvegliato un folletto silvano nel sottobosco sulla sponda lontana del lago.	月の光が最も暗い夜、;池の「あちら側」で~森の精を目覚めさせた。				
GOURD_HUGETREE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Si staglia la Luna Splendente & abbiamo appena risvegliato un folletto silvano nascosto nelle radici di un albero colossale.	明月のそびえ立つ夜に、;巨大樹の根本で~森の精を目覚めさせた。				
GOURD_BLUECOLLECTED	The Scythian	AdventureUI/tweetIconGourd	Archetype/trifecta	Avemmo proprio la singolare sensazione che forse fosse giunto il tempo dei miracoli - & allora, 'sti miracoli? #miracoli	もしかしたら今が奇跡の時間かもしれない、;~と思った。だとしたら、どこで…？ #奇跡		77	060.jpg	86D06
GCLUE_MOUNTAINMEADOW	Dogfella	AdventureUI/tweetIconGourd		Bau Bau Bau Bau Bau Bau. #abbaio	ワン ワン ワン ワン ワン！ #吠えてる		135	061.jpg	M6F1I
				Bau Bau Bau. #abbaiosoltanto	ワン ワン ワン！ #ちょっと吠えてみた				
				Talvolta mi pesa star sempre ad abbaiare ma ciò che deve fare un cane è ciò che deve fare un cane che fa il cane.	時には私だって;吠え続けるのに辟易とする~こともある。;だが私は犬だ。犬である以上、;~すべきことはきちんとする…そういうことさ。				
				Bau Sniff Bau. #facciounmix	ワン！クンクン…ワン！#チョット変化つけてみた				
				Bau Bau Bau Bau Bau Bau.	ワン ワン ワン ワン ワン ワン！				
GCLUE_UPSLOPEWOODSONE	Girl	AdventureUI/tweetIconGourd		Eppure c'è qualcosa di strano nel modo in cui si comportava La Scita, come se fosse controllata da una forza invisibile.	あのスキタイのムスメ、;やっぱりしぐさが~少し変。;まるで見えない力に操られている~ような…。				
				Vorrei quasi sapere di più su ciò che La Scita deve fare & sui retroscena della sua storia epica, perchÉ scommetto che darebbe un senso a tutto.	あのスキタイのムスメの生い立ちとか経緯とか;~知ってたらなあ、って思う。;そうしたら~色んな事が納得いきそうだもの。				
GCLUE_UPSLOPEWOODSTWO	Logfella	AdventureUI/tweetIconGourd		Spero di certo che La Scita sappia cosa fare con tutta quella storia dei folletti silvani.	あのスキタイのムスメ、;ちゃんと森の精の~アレを;やってくれてるといいけど…。				
				La tempesta mi sta proprio buttando giù, mi fa desiderare che i videogiochi esistessero in... qualsiasi tempo dovrebbe essere questo.	この嵐、相当堪えるなあ。;ゲームでもあれば…~とか思っちゃうよ。				
GCLUE_UPSLOPEWOODSFOUR	Girl	AdventureUI/tweetIconGourd		Dal momento in cui è apparsa la Scita tutto è stato assolutamente folle.	あのスキタイのムスメが来てから、;何もかも~おかしくなっちゃった。		3	062.jpg	36E2Z
GCLUE_YELLOWCOLLECTED	Girl	AdventureUI/tweetIconGourd		Tutta questa storia della tempesta mi sta proprio buttando giù. è stata così deprimente.	この嵐、本当にキツいなあ。;気持ちがずいぶん~落ち込んできちゃった。				
				La pioggia ha iniziato a scemare & il cielo inizia a schiarirsi... è giunto il tempo dei miracoli? Lo spero davvero. Amo i miracoli.	雨が弱まって、空も明るくなってきた…？;~もしかして奇跡の時？;そうだといいな…~私、奇跡大好き。				
				Wow... ma che? Le pecore nel prato si sono spaventate... Mi chiedo cosa stia accadendo laggiù? Che sia... Il Trigon d'Oro?	え…何これ？;草原のヒツジが怖がって~来ちゃったの？;あっちで何が…~まさか黄金のトライゴン？				
GCLUE_MOUNTAINTOP	Dogfella	AdventureUI/tweetIconGourd		Bau Bau Bau.	ワン ワン ワン！				
				Talvolta quando per me è troppo buio per riuscire a scorgere qualcosa, mangio una cosina & vedo anche quello che non c'è.	暗すぎて何も見えない時がたまにあるのだが、;~そんな時は「何か」を食べてみるんだ。;~そうすると、そこに存在しないものが;見えて~きたりするんだ。すごいだろ？				
				Bau Bau Bau Bau Bau.	ワン ワン ワン ワン ワン！				
